Linux 6.5.0-45-generic (gauss) 	26. 02. 2025 	_x86_64_	(32 CPU)

11:48:21          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:01       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:01       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:01       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:01          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:06        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06      nvme0n1      0,80      0,00     22,40      0,00     28,00      0,00      5,00      0,40
11:54:06          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:06       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:06          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:11        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11      nvme0n1      0,60      0,00      7,20      0,00     12,00      0,00      5,33      0,32
11:54:11          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:11       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:11          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:16        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16      nvme0n1      1,40      0,00     13,60      0,00      9,71      0,01      5,29      0,48
11:54:16          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:16       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:16          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:21        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21      nvme0n1      5,40      0,00     76,00      0,00     14,07      0,02      3,37      0,24
11:54:21          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:21       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:21          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:26        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26      nvme0n1      3,60      0,00     21,60      0,00      6,00      0,00      0,83      0,40
11:54:26          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:26       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:26          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:31        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31      nvme0n1      1,80      0,00     33,60      0,00     18,67      0,01      2,78      0,56
11:54:31          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:31       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:31          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:36        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36      nvme0n1      0,60      0,00      7,20      0,00     12,00      0,00      5,00      0,32
11:54:36          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:36       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:36          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:41        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41      nvme0n1      0,60      0,00      7,20      0,00     12,00      0,00      5,00      0,32
11:54:41          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:41       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:41          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:46        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46      nvme0n1      0,60      0,00      7,20      0,00     12,00      0,00      5,00      0,24
11:54:46          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:46       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:46          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:51        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51      nvme0n1      0,60      0,00      7,20      0,00     12,00      0,00      5,00      0,24
11:54:51          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:51       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:51          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:54:56        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56      nvme0n1      1,00      0,00     12,80      0,00     12,80      0,01      5,40      0,40
11:54:56          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:54:56       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:54:56          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:55:01        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01      nvme0n1      6,20      0,00     55,20      0,00      8,90      0,01      2,23      0,72
11:55:01          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:01       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:55:01          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:55:06        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06      nvme0n1      2,40      0,00     16,00      0,00      6,67      0,01      5,42      0,40
11:55:06          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:06       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:55:06          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:55:11        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11      nvme0n1      9,60      0,00     48,80      0,00      5,08      0,00      0,35      0,40
11:55:11          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:11       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:55:11          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:55:16        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16      nvme0n1      2,00      0,00     12,80      0,00      6,40      0,01      5,40      0,48
11:55:16          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:16       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:55:16          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:55:21        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21      nvme0n1      0,60      0,00      7,20      0,00     12,00      0,00      5,33      0,32
11:55:21          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:21       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:55:21          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:55:26        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26      nvme0n1      1,80      0,00     16,00      0,00      8,89      0,01      5,33      0,56
11:55:26          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:26       loop14      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00

11:55:26          DEV       tps     rkB/s     wkB/s     dkB/s   areq-sz    aqu-sz     await     %util
11:55:31        loop0      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31        loop1      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31        loop2      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31        loop3      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31        loop4      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31        loop5      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31        loop6      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31        loop7      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31      nvme0n1      0,60      0,00      7,20      0,00     12,00      0,00      5,00      0,32
11:55:31          sda      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31        loop8      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31        loop9      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31       loop10      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31       loop11      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31       loop12      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
11:55:31       loop13      0,00      0,00      0,00      0,00      0,00      0,00      0,00      0,00
